5.196969,0.0,2.2025585,0.0,1.9339838,0.0,-0.27,21.82,9.333511,1.8259151,0.0,1.6896092,0.0,0.78639555,0.0,-1.33,22.87,4.30192,0.0,0.0,13.635431
r0_1,r1_1,r2_1,r3_1,r6_1,r7_1,x_1,y_1,totalR_1,r0_2,r1_2,r2_2,r3_2,r6_2,r7_2,x_2,y_2,totalR_2,centre_x,centre_y,totalM
5.196969,0.0,2.1846101,0.0,1.9192836,0.0,-0.28,21.86,9.300863,1.8259151,0.0,1.6754421,0.0,0.757079,0.0,-1.38,22.96,4.258436,0.81506026,8.2422695,13.559299
5.196969,0.0,2.167257,0.0,1.9192836,0.0,-0.27,21.84,9.28351,1.8259151,0.0,1.6896092,0.0,0.7452425,0.0,-1.41,23.0,4.260767,0.81506026,8.2422695,13.544277
5.196969,0.0,2.167257,0.0,1.9339838,0.0,-0.26,21.84,9.29821,1.8447357,0.0,1.6754421,0.0,0.7326856,0.0,-1.43,23.05,4.2528634,0.81506026,8.2422695,13.551073
5.196969,0.0,2.167257,0.0,1.9339838,0.0,-0.26,21.85,9.29821,1.8259151,0.0,1.6754421,0.0,0.72342527,0.0,-1.44,23.07,4.2247825,0.8348384,8.188973,13.522993
5.196969,0.0,2.167257,0.0,1.9339838,0.0,-0.26,21.85,9.29821,1.8447357,0.0,1.661731,0.0,0.70550174,0.0,-1.47,23.12,4.2119684,0.8348384,8.188973,13.510179
5.196969,0.0,2.150465,0.0,1.9339838,0.0,-0.26,21.88,9.281418,1.8447357,0.0,1.6754421,0.0,0.69458336,0.0,-1.5,23.16,4.2147613,0.84037477,8.159292,13.49618
5.196969,0.0,2.150465,0.0,1.9339838,0.0,-0.24,21.83,9.281418,1.8447357,0.0,1.661731,0.0,0.6816175,0.0,-1.51,23.19,4.1880846,0.84512454,8.151221,13.469502
5.196969,0.0,2.1342032,0.0,1.9339838,0.0,-0.24,21.85,9.265156,1.8447357,0.0,1.6484507,0.0,0.6853095,0.0,-1.51,23.19,4.178496,0.84512454,8.151221,13.443651
5.196969,0.0,2.150465,0.0,1.9491731,0.0,-0.24,21.84,9.296607,1.8447357,0.0,1.6484507,0.0,0.660866,0.0,-1.54,23.25,4.1540527,0.8503287,8.133499,13.45066
5.640304,0.0,2.1184428,0.0,1.9491731,0.0,-0.22,21.85,9.70792,1.8643774,0.0,1.6355784,0.0,0.6567053,0.0,-1.55,23.26,4.156661,0.8503287,8.133499,13.864581
