3.0267572,0.0,1.842238,0.0,Infinity,0.0,1.45,19.2,Infinity,1.4382085,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,0.0,0.0,Infinity
r0_1,r1_1,r2_1,r3_1,r6_1,r7_1,x_1,y_1,totalR_1,r0_2,r1_2,r2_2,r3_2,r6_2,r7_2,x_2,y_2,totalR_2,centre_x,centre_y,totalM
3.0267572,0.0,1.842238,0.0,Infinity,0.0,1.46,19.16,Infinity,1.4452112,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.842238,0.0,Infinity,0.0,1.46,19.16,Infinity,1.4452112,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.8336607,0.0,Infinity,0.0,1.46,19.16,Infinity,1.4452112,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0972743,0.0,1.842238,0.0,Infinity,0.0,1.45,19.2,Infinity,1.4382085,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.842238,0.0,Infinity,0.0,1.46,19.16,Infinity,1.4452112,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.8509853,0.0,Infinity,0.0,1.47,19.14,Infinity,1.4452112,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
2.9611716,0.0,1.8509853,0.0,Infinity,0.0,1.47,19.1,Infinity,1.4452112,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.8509853,0.0,Infinity,0.0,1.47,19.13,Infinity,1.4523556,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.8509853,0.0,Infinity,0.0,1.46,19.15,Infinity,1.4452112,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.8509853,0.0,Infinity,0.0,1.47,19.11,Infinity,1.4452112,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.8509853,0.0,Infinity,0.0,1.47,19.12,Infinity,1.4452112,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
2.9611716,0.0,1.842238,0.0,Infinity,0.0,1.47,19.11,Infinity,1.4523556,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
2.9611716,0.0,1.8509853,0.0,Infinity,0.0,1.47,19.1,Infinity,1.4452112,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.8509853,0.0,Infinity,0.0,1.47,19.13,Infinity,1.4452112,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.8509853,0.0,Infinity,0.0,1.47,19.11,Infinity,1.4452112,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.8509853,0.0,Infinity,0.0,1.46,19.16,Infinity,1.4523556,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.8509853,0.0,Infinity,0.0,1.47,19.13,Infinity,1.4452112,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.8509853,0.0,Infinity,0.0,1.47,19.12,Infinity,1.4523556,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.8336607,0.0,Infinity,0.0,1.46,19.16,Infinity,1.4523556,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
3.0267572,0.0,1.842238,0.0,Infinity,0.0,1.46,19.15,Infinity,1.4452112,0.0,Infinity,0.0,Infinity,0.0,3.0,13.0,Infinity,NaN,NaN,Infinity
