Business,Country,COVb2a,COVb2b,COVb2c
6319,Russian Federation,3,NA,25
6320,Russian Federation,NA,NA,NA
6321,Russian Federation,2,NA,NA
6322,Russian Federation,2,NA,NA
6323,Russian Federation,3,NA,30
6324,Russian Federation,3,NA,20
6325,Russian Federation,2,NA,NA
6326,Russian Federation,NA,NA,NA
6327,Russian Federation,3,NA,40
6328,Russian Federation,3,NA,15
6329,Russian Federation,3,NA,30
6330,Russian Federation,2,NA,NA
6331,Russian Federation,3,NA,40
6332,Russian Federation,1,20,NA
6333,Russian Federation,2,NA,NA
6334,Russian Federation,3,NA,40
6335,Russian Federation,NA,NA,NA
6336,Russian Federation,2,NA,NA
6337,Russian Federation,1,5,NA
6338,Russian Federation,3,NA,20
6339,Russian Federation,3,NA,5
6340,Russian Federation,2,NA,NA
6341,Russian Federation,3,NA,15
6342,Russian Federation,3,NA,40
6343,Russian Federation,2,NA,NA
6344,Russian Federation,2,NA,NA
6345,Russian Federation,2,NA,NA
6346,Russian Federation,3,NA,30
6347,Russian Federation,2,NA,NA
6348,Russian Federation,3,NA,25
6349,Russian Federation,2,NA,NA
6350,Russian Federation,2,NA,NA
6351,Russian Federation,1,20,NA
6352,Russian Federation,3,NA,25
6353,Russian Federation,3,NA,30
6354,Russian Federation,NA,NA,NA
6355,Russian Federation,3,NA,30
6356,Russian Federation,3,NA,60
6357,Russian Federation,3,NA,40
6358,Russian Federation,3,NA,40
6359,Russian Federation,3,NA,-9
6360,Russian Federation,3,NA,20
6361,Russian Federation,3,NA,30
6362,Russian Federation,3,NA,20
6363,Russian Federation,3,NA,20
6364,Russian Federation,3,NA,30
6365,Russian Federation,NA,NA,NA
6366,Russian Federation,2,NA,NA
6367,Russian Federation,3,NA,40
6368,Russian Federation,3,NA,50
6369,Russian Federation,2,NA,NA
6370,Russian Federation,2,NA,NA
6371,Russian Federation,NA,NA,NA
6372,Russian Federation,3,NA,40
6373,Russian Federation,2,NA,NA
6374,Russian Federation,3,NA,25
6375,Russian Federation,3,NA,30
6376,Russian Federation,NA,NA,NA
6377,Russian Federation,3,NA,20
6378,Russian Federation,3,NA,30
6379,Russian Federation,2,NA,NA
6380,Russian Federation,3,NA,40
6381,Russian Federation,NA,NA,NA
6382,Russian Federation,2,NA,NA
6383,Russian Federation,2,NA,NA
6384,Russian Federation,2,NA,NA
6385,Russian Federation,3,NA,35
6386,Russian Federation,2,NA,NA
6387,Russian Federation,3,NA,100
6388,Russian Federation,1,30,NA
6389,Russian Federation,2,NA,NA
6390,Russian Federation,3,NA,40
6391,Russian Federation,3,NA,70
6392,Russian Federation,3,NA,10
6393,Russian Federation,3,NA,40
6394,Russian Federation,3,NA,10
6395,Russian Federation,3,NA,80
6396,Russian Federation,3,NA,85
6397,Russian Federation,1,3,NA
6398,Russian Federation,3,NA,45
6399,Russian Federation,1,25,NA
6400,Russian Federation,1,20,NA
6401,Russian Federation,2,NA,NA
6402,Russian Federation,3,NA,30
6403,Russian Federation,NA,NA,NA
6404,Russian Federation,3,NA,5
6405,Russian Federation,3,NA,5
6406,Russian Federation,3,NA,80
6407,Russian Federation,3,NA,-9
6408,Russian Federation,2,NA,NA
6409,Russian Federation,1,5,NA
6410,Russian Federation,3,NA,25
6411,Russian Federation,2,NA,NA
6412,Russian Federation,1,40,NA
6413,Russian Federation,3,NA,10
6414,Russian Federation,3,NA,80
6415,Russian Federation,3,NA,100
6416,Russian Federation,2,NA,NA
6417,Russian Federation,2,NA,NA
6418,Russian Federation,3,NA,50
6419,Russian Federation,1,10,NA
6420,Russian Federation,1,9,NA
6421,Russian Federation,1,25,NA
6422,Russian Federation,3,NA,70
6423,Russian Federation,2,NA,NA
6424,Russian Federation,3,NA,-9
6425,Russian Federation,1,5,NA
6426,Russian Federation,NA,NA,NA
6427,Russian Federation,2,NA,NA
6428,Russian Federation,1,10,NA
6429,Russian Federation,2,NA,NA
6430,Russian Federation,2,NA,NA
6431,Russian Federation,3,NA,10
6432,Russian Federation,1,20,NA
6433,Russian Federation,2,NA,NA
6434,Russian Federation,3,NA,25
6435,Russian Federation,-99,NA,NA
6436,Russian Federation,1,7,NA
6437,Russian Federation,3,NA,10
6438,Russian Federation,3,NA,50
6439,Russian Federation,2,NA,NA
6440,Russian Federation,1,5,NA
6441,Russian Federation,3,NA,30
6442,Russian Federation,3,NA,40
6443,Russian Federation,1,15,NA
