"MONDAY, MARCH 12"
"Browsing","23:20","23:35",0:15
"Shower","23:35","0:10",0:25
Total,24:00

"MONDAY, APRIL 16"
"Shower","23:35","0:10",0:10
"Browsing","0:10","3:05",2:55
"Sleeping","3:05","7:50",4:45
"Shower","7:50","8:10",0:20
"Eating","8:10","8:25",0:15
"Travel","8:25","9:20",0:55
"Education","9:20","11:40",2:20
"Eating","11:40","12:40",1:00
"Education","12:40","15:15",2:35
"Socializing","15:15","15:30",0:15
"Homework","15:30","17:15",1:45
"Browsing","17:15","17:25",0:10
"Homework","17:25","18:10",0:45
"Browsing","18:10","18:20",0:10
"Travel","18:20","19:00",0:40
"Eating","19:00","19:25",0:25
"Browsing","19:25","19:40",0:15
"Socializing","19:40","20:00",0:20
"Homework","20:00","20:20",0:20
"Browsing","20:20","20:40",0:20
"Homework","20:40","21:20",0:40
"Browsing","21:20","21:30",0:10
"Socializing","21:30","21:40",0:10
"Shower","21:40","22:05",0:25
"Eating","22:05","22:20",0:15
"Browsing","22:20","3:15",1:40
Total,24:00

"TUESDAY, APRIL 17"
"Browsing","22:20","3:15",3:15
"Sleeping","3:15","7:50",4:35
"Shower","7:50","8:10",0:20
"Eating","8:10","8:25",0:15
"Travel","8:25","9:00",0:35
"Education","9:00","11:40",2:40
"Eating","11:40","12:40",1:00
"Education","12:40","15:15",2:35
"Socializing","15:15","15:35",0:20
"Travel","15:35","16:30",0:55
"Browsing","16:30","16:45",0:15
"Shower","16:45","17:00",0:15
"Homework","17:00","19:55",2:55
"Browsing","19:55","20:20",0:25
"Eating","20:20","21:00",0:40
"Browsing","21:00","21:15",0:15
"Homework","21:15","21:55",0:40
"Browsing","21:55","22:25",0:30
"Shower","22:25","22:45",0:20
"Homework","22:45","23:20",0:35
"Browsing","23:20","0:10",0:40
Total,24:00

"WEDNESDAY, APRIL 18"
"Browsing","23:20","0:10",0:10
"Homework","0:10","0:40",0:30
"Sleeping","0:40","7:50",7:10
"Shower","7:50","8:15",0:25
"Eating","8:15","8:20",0:05
"Travel","8:20","9:10",0:50
"Education","9:10","11:40",2:30
"Eating","11:40","12:40",1:00
"Education","12:40","15:15",2:35
"Socializing","15:15","15:50",0:35
"Travel","15:50","16:35",0:45
"Browsing","16:35","17:30",0:55
"Homework","17:30","20:10",2:40
"Eating","20:10","20:20",0:10
"Browsing","20:20","20:55",0:35
"Eating","20:55","21:15",0:20
"Homework","21:15","23:20",2:05
"Socializing","23:20","23:45",0:25
"Shower","23:45","0:00",0:15
Total,24:00

"THURSDAY, APRIL 19"
"Shower","0:00","0:15",0:15
"Socializing","0:15","0:30",0:15
"Sleeping","0:30","8:35",8:05
"Browsing","8:35","8:45",0:10
"Shower","8:45","9:10",0:25
"Eating","9:10","9:25",0:15
"Travel","9:25","10:00",0:35
"Education","10:00","12:10",2:10
"Eating","12:10","13:10",1:00
"Education","13:10","16:30",3:20
"Travel","16:30","17:15",0:45
"Socializing","17:15","18:00",0:45
"Homework","18:00","18:25",0:25
"Sleeping","18:25","18:45",0:20
"Homework","18:45","20:50",2:05
"Browsing","20:50","21:45",0:55
"Eating","21:45","21:50",0:05
"Homework","21:50","0:10",2:10
Total,24:00

"FRIDAY, APRIL 20"
"Homework","21:50","0:10",0:10
"Shower","0:10","0:45",0:35
"Homework","0:45","1:50",1:05
"Sleeping","1:50","7:40",5:50
"Shower","7:40","8:10",0:30
"Eating","8:10","8:20",0:10
"Travel","8:20","9:00",0:40
"Education","9:00","11:40",2:40
"Eating","11:40","12:40",1:00
"Education","12:40","15:15",2:35
"Socializing","15:15","15:35",0:20
"Travel","15:35","16:15",0:40
"Browsing","16:15","19:35",3:20
"Eating","19:35","20:05",0:30
"Browsing","20:05","5:20",3:55
Total,24:00

"SATURDAY, APRIL 21"
"Browsing","20:05","5:20",5:20
"Sleeping","5:20","10:15",4:55
"Browsing","10:15","12:55",2:40
"Shower","12:55","13:15",0:20
"Homework","13:15","13:35",0:20
"Eating","13:35","14:25",0:50
"Homework","14:25","15:00",0:35
"Sleeping","15:00","15:20",0:20
"Homework","15:20","16:45",1:25
"Socializing","16:45","17:25",0:40
"Homework","17:25","17:45",0:20
"Socializing","17:45","18:00",0:15
"Homework","18:00","18:30",0:30
"Shower","18:30","19:15",0:45
"Eating","19:15","19:35",0:20
"Education","19:35","20:00",0:25
"Homework","20:00","20:15",0:15
"Socializing","20:15","22:30",2:15
"Homework","22:30","0:10",1:30
Total,24:00

"SUNDAY, APRIL 22"
"Homework","22:30","0:10",0:10
"Eating","0:10","0:20",0:10
"Browsing","0:20","0:40",0:20
"Shower","0:40","0:45",0:05
"Browsing","0:45","1:05",0:20
"Sleeping","1:05","8:45",7:40
"Shower","8:45","9:20",0:35
"Travel","9:20","10:00",0:40
"Education","10:00","13:00",3:00
"Eating","13:00","14:00",1:00
"Browsing","14:00","15:30",1:30
"Travel","15:30","16:05",0:35
"Browsing","16:05","16:15",0:10
"Socializing","16:15","16:30",0:15
"Education","16:30","16:35",0:05
"Homework","16:35","20:35",4:00
"Eating","20:35","21:15",0:40
"Browsing","21:15","21:30",0:15
"Socializing","21:30","22:20",0:50
"Homework","22:20","23:00",0:40
"Socializing","23:00","0:20",1:00
Total,24:00

"MONDAY, APRIL 23"
"Socializing","23:00","0:20",0:20
"Homework","0:20","0:55",0:35
"Socializing","0:55","1:05",0:10
"Shower","1:05","1:35",0:30
"Browsing","1:35","2:45",1:10
"Sleeping","2:45","7:45",5:00
"Browsing","7:45","7:55",0:10
"Shower","7:55","8:15",0:20
"Eating","8:15","8:25",0:10
"Travel","8:25","9:00",0:35
"Education","9:00","11:40",2:40
"Eating","11:40","12:40",1:00
"Education","12:40","15:15",2:35
"Homework","15:15","17:00",1:45
"Travel","17:00","17:45",0:45
"Browsing","17:45","18:20",0:35
"Socializing","18:20","18:40",0:20
"Homework","18:40","19:30",0:50
"Sleeping","19:30","20:25",0:55
"Homework","20:25","23:30",3:05
"Socializing","23:30","23:35",0:05
"Shower","23:35","23:55",0:20
"Browsing","23:55","0:00",0:05
Total,24:00

"TUESDAY, APRIL 24"
"Browsing","0:00","0:25",0:25
"Homework","0:25","3:15",2:50
"Sleeping","3:15","7:35",4:20
"Browsing","7:35","7:50",0:15
"Shower","7:50","8:05",0:15
"Browsing","8:05","8:15",0:10
"Eating","8:15","8:25",0:10
"Travel","8:25","9:00",0:35
"Education","9:00","11:40",2:40
"Eating","11:40","12:40",1:00
"Education","12:40","15:15",2:35
"Travel","15:15","15:35",0:20
"Socializing","15:35","17:35",2:00
"Travel","17:35","18:10",0:35
"Browsing","18:10","18:45",0:35
"Socializing","18:45","18:55",0:10
"Browsing","18:55","19:15",0:20
"Homework","19:15","19:40",0:25
"Sleeping","19:40","20:05",0:25
